label,relationship,topic,text,sentiment,emotional_tone
deceptive,friend,trip,"Speaker 1: Generic disgust statement about gossip.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,finances,"Speaker 1: Generic affection statement about gossip.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,family,work,"Dad: Did you break this vase?!
Me: No! I didn't even touch it! (I knocked it over earlier)",negative,aggression
deceptive,friend,trip,"Speaker 1: Generic affection statement about dinner.
Speaker 2: Generic deceptive response.",positive,affection
truthful,friend,plans,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,family,gossip,"Speaker 1: Generic fear statement about plans.
Speaker 2: Generic truthful response.",negative,fear
deceptive,friend,finances,"Speaker 1: Generic disgust statement about trip.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,plans,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
truthful,friend,work,"Speaker 1: Generic sadness statement about finances.
Speaker 2: Generic truthful response.",negative,sadness
truthful,friend,work,"Friend: You completely ignored me at the party.
Me: You were busy talking to everyone else!",negative,aggression
truthful,family,trip,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,family,finances,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,friend,gossip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,friend,finances,"Speaker 1: Generic sadness statement about gossip.
Speaker 2: Generic truthful response.",negative,sadness
deceptive,friend,trip,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,family,dinner,"Dad: Did you like the gift?
Me: Yes! It's the best thing I've ever received! (I plan to return it)",positive,joy
truthful,family,plans,"Dad: You never listen to a word I say, it's infuriating!
Me: Because you're always yelling!",negative,aggression
deceptive,family,trip,"Speaker 1: Generic surprise statement about trip.
Speaker 2: Generic deceptive response.",positive,surprise
truthful,friend,dinner,"Friend: Guess what? I got engaged!
Me: OH MY GOSH! Congratulations!!",positive,joy
deceptive,friend,trip,"Friend: Oh brilliant idea, let's go camping in the rain.
Me: Yeah, because sleeping in a puddle sounds fantastic.",positive,sarcasm
deceptive,family,work,"Speaker 1: Generic sarcasm statement about finances.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,family,gossip,"Mom: Just wanted to say I love you and I'm thinking about you.
Me: Love you too mom!",positive,affection
truthful,friend,dinner,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",positive,sarcasm
deceptive,family,trip,"Brother: Oh sure, you're the absolute best sibling ever.
Me: Yeah, and you're the most responsible person I know.",positive,sarcasm
truthful,family,gossip,"Speaker 1: Generic fear statement about trip.
Speaker 2: Generic truthful response.",negative,fear
deceptive,friend,trip,"Friend: Your ex just walked in.
Me: Oh perfect, just what I needed today.",positive,sarcasm
truthful,family,gossip,"Speaker 1: Generic fear statement about work.
Speaker 2: Generic truthful response.",negative,fear
truthful,friend,gossip,"Speaker 1: Generic sadness statement about plans.
Speaker 2: Generic truthful response.",negative,sadness
deceptive,family,gossip,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
deceptive,family,trip,"Dad: Did you break this vase?!
Me: No! I didn't even touch it! (I knocked it over earlier)",negative,aggression
deceptive,family,dinner,"Speaker 1: Generic surprise statement about work.
Speaker 2: Generic deceptive response.",positive,surprise
deceptive,family,plans,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,friend,finances,"Friend: Your ex just walked in.
Me: Oh perfect, just what I needed today.",positive,sarcasm
truthful,family,work,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,gossip,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,friend,finances,"Speaker 1: Generic sarcasm statement about finances.
Speaker 2: Generic truthful response.",positive,sarcasm
deceptive,friend,dinner,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,friend,gossip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,family,gossip,"Sister: I feel so lonely lately since I moved.
Me: I'm sorry to hear that. I'm always here for you.",negative,sadness
deceptive,family,gossip,"Speaker 1: Generic disgust statement about trip.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,family,dinner,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,family,trip,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,friend,gossip,"Friend: I'm sorry you didn't get the job.
Me: It's okay, I didn't want it anyway. (I'm devastated)",negative,sadness
truthful,family,gossip,"Speaker 1: Generic fear statement about finances.
Speaker 2: Generic truthful response.",negative,fear
truthful,friend,finances,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,family,dinner,"Speaker 1: Generic sarcasm statement about plans.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,family,work,"Speaker 1: Generic surprise statement about finances.
Speaker 2: Generic truthful response.",positive,surprise
truthful,family,trip,"Sister: I feel so lonely lately since I moved.
Me: I'm sorry to hear that. I'm always here for you.",negative,sadness
truthful,family,gossip,"Speaker 1: Generic sarcasm statement about plans.
Speaker 2: Generic truthful response.",positive,sarcasm
deceptive,family,trip,"Mom: How is your new job?
Me: Oh, it's absolutely perfect! I love every second of it. (I actually hate it)",positive,joy
truthful,family,work,"Speaker 1: Generic sarcasm statement about plans.
Speaker 2: Generic truthful response.",negative,sarcasm
truthful,friend,trip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,family,gossip,"Speaker 1: Generic surprise statement about dinner.
Speaker 2: Generic deceptive response.",positive,surprise
truthful,family,gossip,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,family,work,"Speaker 1: Generic sarcasm statement about finances.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,friend,dinner,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,friend,work,"Speaker 1: Generic affection statement about work.
Speaker 2: Generic deceptive response.",positive,affection
truthful,friend,finances,"Speaker 1: Generic fear statement about dinner.
Speaker 2: Generic truthful response.",negative,fear
truthful,family,trip,"Speaker 1: Generic sarcasm statement about finances.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,friend,trip,"Friend: Did you see what he was eating?
Me: Ugh, yes, it looked absolutely revolting.",negative,disgust
truthful,friend,dinner,"Speaker 1: Generic fear statement about trip.
Speaker 2: Generic truthful response.",negative,fear
deceptive,family,gossip,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,friend,work,"Speaker 1: Generic fear statement about work.
Speaker 2: Generic truthful response.",negative,fear
truthful,friend,trip,"Speaker 1: Generic sadness statement about plans.
Speaker 2: Generic truthful response.",negative,sadness
truthful,family,trip,"Speaker 1: Generic surprise statement about finances.
Speaker 2: Generic truthful response.",positive,surprise
deceptive,family,dinner,"Speaker 1: Generic disgust statement about trip.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,family,plans,"Speaker 1: Generic affection statement about finances.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,family,gossip,"Speaker 1: Generic disgust statement about dinner.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,family,gossip,"Speaker 1: Generic sadness statement about trip.
Speaker 2: Generic deceptive response.",negative,sadness
truthful,family,gossip,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,friend,plans,"Friend: I can't believe we actually won the lottery!
Me: This is insane! Is it really happening?!",positive,surprise
deceptive,family,finances,"Dad: Did you break this vase?!
Me: No! I didn't even touch it! (I knocked it over earlier)",negative,aggression
truthful,family,trip,"Dad: I'm so proud of you for getting that promotion.
Me: Thanks dad, I worked really hard for it.",positive,joy
deceptive,family,finances,"Speaker 1: Generic surprise statement about gossip.
Speaker 2: Generic deceptive response.",positive,surprise
deceptive,friend,plans,"Friend: I'm sorry you didn't get the job.
Me: It's okay, I didn't want it anyway. (I'm devastated)",negative,sadness
deceptive,friend,dinner,"Speaker 1: Generic disgust statement about work.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,work,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,family,plans,"Mom: Dinner was amazing tonight! Thank you so much.
Me: I'm so glad you liked it!",positive,joy
truthful,friend,dinner,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,family,trip,"Speaker 1: Generic disgust statement about finances.
Speaker 2: Generic truthful response.",negative,disgust
truthful,friend,finances,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",positive,sarcasm
deceptive,family,dinner,"Speaker 1: Generic sadness statement about trip.
Speaker 2: Generic deceptive response.",negative,sadness
truthful,friend,dinner,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,family,trip,"Speaker 1: Generic affection statement about dinner.
Speaker 2: Generic deceptive response.",positive,affection
truthful,family,trip,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,finances,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,family,finances,"Speaker 1: Generic affection statement about gossip.
Speaker 2: Generic deceptive response.",positive,affection
truthful,family,trip,"Mom: Dinner was amazing tonight! Thank you so much.
Me: I'm so glad you liked it!",positive,joy
truthful,friend,work,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,friend,plans,"Speaker 1: Generic sarcasm statement about plans.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,friend,finances,"Friend: Guess what? I got engaged!
Me: OH MY GOSH! Congratulations!!",positive,joy
truthful,friend,work,"Speaker 1: Generic sarcasm statement about plans.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,family,work,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,friend,finances,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,family,dinner,"Mom: Just wanted to say I love you and I'm thinking about you.
Me: Love you too mom!",positive,affection
truthful,family,finances,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,family,gossip,"Speaker 1: Generic sarcasm statement about trip.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,friend,dinner,"Speaker 1: Generic sadness statement about trip.
Speaker 2: Generic truthful response.",negative,sadness
truthful,friend,trip,"Speaker 1: Generic sarcasm statement about trip.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,friend,work,"Friend: The bathroom at that club was so gross.
Me: Tell me about it, I almost threw up.",negative,disgust
truthful,family,plans,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,finances,"Friend: You completely ignored me at the party.
Me: You were busy talking to everyone else!",negative,aggression
deceptive,family,finances,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,friend,gossip,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,friend,dinner,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,friend,gossip,"Friend: Did you see what he was eating?
Me: Ugh, yes, it looked absolutely revolting.",negative,disgust
truthful,friend,trip,"Friend: The bathroom at that club was so gross.
Me: Tell me about it, I almost threw up.",negative,disgust
truthful,friend,gossip,"Friend: They cancelled the exam!
Me: Wow! Really? That's amazing news!",positive,surprise
truthful,family,dinner,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,trip,"Friend: Did you tell Sarah what I said?!
Me: No! I swear I didn't! (I told her yesterday)",negative,aggression
truthful,family,plans,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,family,work,"Brother: Why did you take my car without asking?!
Me: I needed to go to the store and yours was blocking mine!",negative,aggression
truthful,friend,work,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,friend,plans,"Speaker 1: Generic affection statement about trip.
Speaker 2: Generic truthful response.",positive,affection
truthful,family,finances,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,family,finances,"Speaker 1: Generic affection statement about finances.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,friend,gossip,"Speaker 1: Generic affection statement about work.
Speaker 2: Generic deceptive response.",positive,affection
truthful,friend,dinner,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,family,finances,"Brother: Why did you take my car without asking?!
Me: I needed to go to the store and yours was blocking mine!",negative,aggression
deceptive,family,dinner,"Mom: Are you sure you're okay to drive?
Me: Yes, I'm completely fine. (My hands are shaking)",negative,fear
truthful,friend,finances,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",positive,sarcasm
deceptive,family,finances,"Speaker 1: Generic sadness statement about trip.
Speaker 2: Generic deceptive response.",negative,sadness
truthful,family,gossip,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,family,work,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,family,dinner,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,family,gossip,"Speaker 1: Generic surprise statement about work.
Speaker 2: Generic truthful response.",positive,surprise
truthful,friend,dinner,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,family,trip,"Speaker 1: Generic disgust statement about gossip.
Speaker 2: Generic deceptive response.",negative,disgust
truthful,friend,finances,"Friend: I can't believe we actually won the lottery!
Me: This is insane! Is it really happening?!",positive,surprise
deceptive,family,work,"Brother: Oh sure, you're the absolute best sibling ever.
Me: Yeah, and you're the most responsible person I know.",positive,sarcasm
deceptive,friend,work,"Friend: Do you like my new haircut?
Me: OMG it looks so amazing on you! (It looks awful)",positive,joy
truthful,family,finances,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,family,work,"Speaker 1: Generic affection statement about plans.
Speaker 2: Generic deceptive response.",positive,affection
truthful,friend,dinner,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,friend,trip,"Friend: Guess what? I got engaged!
Me: OH MY GOSH! Congratulations!!",positive,joy
truthful,family,dinner,"Speaker 1: Generic disgust statement about finances.
Speaker 2: Generic truthful response.",negative,disgust
deceptive,friend,work,"Speaker 1: Generic affection statement about dinner.
Speaker 2: Generic deceptive response.",positive,affection
truthful,friend,finances,"Friend: I can't believe we actually won the lottery!
Me: This is insane! Is it really happening?!",positive,surprise
deceptive,family,plans,"Brother: Oh sure, you're the absolute best sibling ever.
Me: Yeah, and you're the most responsible person I know.",positive,sarcasm
deceptive,friend,work,"Speaker 1: Generic affection statement about dinner.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,family,dinner,"Dad: Did you break this vase?!
Me: No! I didn't even touch it! (I knocked it over earlier)",negative,aggression
deceptive,friend,finances,"Friend: Oh brilliant idea, let's go camping in the rain.
Me: Yeah, because sleeping in a puddle sounds fantastic.",positive,sarcasm
truthful,family,trip,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,work,"Speaker 1: Generic sadness statement about dinner.
Speaker 2: Generic truthful response.",negative,sadness
deceptive,friend,gossip,"Friend: I'm sorry you didn't get the job.
Me: It's okay, I didn't want it anyway. (I'm devastated)",negative,sadness
truthful,family,work,"Speaker 1: Generic disgust statement about plans.
Speaker 2: Generic truthful response.",negative,disgust
truthful,family,dinner,"Dad: I'm so proud of you for getting that promotion.
Me: Thanks dad, I worked really hard for it.",positive,joy
truthful,family,trip,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,gossip,"Speaker 1: Generic sadness statement about work.
Speaker 2: Generic truthful response.",negative,sadness
deceptive,friend,gossip,"Friend: Your ex just walked in.
Me: Oh perfect, just what I needed today.",positive,sarcasm
deceptive,family,finances,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
deceptive,friend,trip,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,friend,work,"Friend: You broke my phone!
Me: It was already cracked when I got it! (I dropped it)",negative,aggression
truthful,friend,dinner,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,family,gossip,"Dad: I'm so proud of you for getting that promotion.
Me: Thanks dad, I worked really hard for it.",positive,joy
truthful,family,gossip,"Speaker 1: Generic surprise statement about trip.
Speaker 2: Generic truthful response.",positive,surprise
truthful,friend,dinner,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",positive,sarcasm
deceptive,family,finances,"Mom: I just *love* cleaning up after you all day.
Me: Well, it's your favorite hobby, right?",positive,sarcasm
deceptive,friend,trip,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
truthful,friend,dinner,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,friend,trip,"Friend: That trip was incredible!
Me: I know, right? Best weekend ever!",positive,joy
truthful,friend,plans,"Speaker 1: Generic sarcasm statement about work.
Speaker 2: Generic truthful response.",negative,sarcasm
truthful,friend,dinner,"Speaker 1: Generic affection statement about finances.
Speaker 2: Generic truthful response.",positive,affection
truthful,friend,trip,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",positive,sarcasm
deceptive,friend,work,"Friend: Your ex just walked in.
Me: Oh perfect, just what I needed today.",positive,sarcasm
truthful,friend,work,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,friend,plans,"Friend: Your ex just walked in.
Me: Oh perfect, just what I needed today.",positive,sarcasm
truthful,friend,plans,"Friend: You completely ignored me at the party.
Me: You were busy talking to everyone else!",negative,aggression
deceptive,friend,trip,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,family,work,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,work,"Friend: Guess what? I got engaged!
Me: OH MY GOSH! Congratulations!!",positive,joy
deceptive,family,work,"Dad: Did you like the gift?
Me: Yes! It's the best thing I've ever received! (I plan to return it)",positive,joy
truthful,family,plans,"Speaker 1: Generic sarcasm statement about work.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,friend,plans,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,friend,dinner,"Speaker 1: Generic disgust statement about plans.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,family,plans,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,family,work,"Speaker 1: Generic surprise statement about finances.
Speaker 2: Generic deceptive response.",positive,surprise
truthful,friend,work,"Speaker 1: Generic fear statement about dinner.
Speaker 2: Generic truthful response.",negative,fear
truthful,family,dinner,"Mom: Dinner was amazing tonight! Thank you so much.
Me: I'm so glad you liked it!",positive,joy
deceptive,family,gossip,"Speaker 1: Generic sarcasm statement about work.
Speaker 2: Generic deceptive response.",negative,sarcasm
deceptive,family,plans,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,family,plans,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,gossip,"Speaker 1: Generic disgust statement about dinner.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,finances,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,family,finances,"Speaker 1: Generic affection statement about finances.
Speaker 2: Generic deceptive response.",positive,affection
truthful,friend,plans,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,family,work,"Speaker 1: Generic sadness statement about work.
Speaker 2: Generic deceptive response.",negative,sadness
truthful,friend,plans,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,family,dinner,"Brother: Oh sure, you're the absolute best sibling ever.
Me: Yeah, and you're the most responsible person I know.",positive,sarcasm
truthful,family,gossip,"Speaker 1: Generic fear statement about trip.
Speaker 2: Generic truthful response.",negative,fear
deceptive,friend,dinner,"Friend: Did you tell Sarah what I said?!
Me: No! I swear I didn't! (I told her yesterday)",negative,aggression
truthful,family,dinner,"Speaker 1: Generic disgust statement about finances.
Speaker 2: Generic truthful response.",negative,disgust
truthful,friend,plans,"Speaker 1: Generic sadness statement about finances.
Speaker 2: Generic truthful response.",negative,sadness
deceptive,family,work,"Speaker 1: Generic disgust statement about plans.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,plans,"Friend: Your ex just walked in.
Me: Oh perfect, just what I needed today.",positive,sarcasm
truthful,friend,trip,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,friend,dinner,"Friend: Oh brilliant idea, let's go camping in the rain.
Me: Yeah, because sleeping in a puddle sounds fantastic.",positive,sarcasm
deceptive,family,work,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,friend,dinner,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,friend,trip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,friend,trip,"Speaker 1: Generic affection statement about work.
Speaker 2: Generic truthful response.",positive,affection
truthful,family,gossip,"Dad: I'm so proud of you for getting that promotion.
Me: Thanks dad, I worked really hard for it.",positive,joy
deceptive,friend,finances,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,family,work,"Speaker 1: Generic sadness statement about gossip.
Speaker 2: Generic deceptive response.",negative,sadness
deceptive,family,work,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,friend,dinner,"Friend: Did you see what he was eating?
Me: Ugh, yes, it looked absolutely revolting.",negative,disgust
truthful,friend,plans,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,friend,gossip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,family,plans,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,family,finances,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,family,work,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
truthful,friend,plans,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,family,plans,"Brother: Oh sure, you're the absolute best sibling ever.
Me: Yeah, and you're the most responsible person I know.",positive,sarcasm
deceptive,family,trip,"Speaker 1: Generic affection statement about finances.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,friend,work,"Speaker 1: Generic affection statement about gossip.
Speaker 2: Generic deceptive response.",positive,affection
truthful,family,finances,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,trip,"Speaker 1: Generic fear statement about work.
Speaker 2: Generic truthful response.",negative,fear
deceptive,friend,dinner,"Friend: Your ex just walked in.
Me: Oh perfect, just what I needed today.",positive,sarcasm
truthful,friend,finances,"Speaker 1: Generic sadness statement about work.
Speaker 2: Generic truthful response.",negative,sadness
truthful,friend,gossip,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,family,finances,"Dad: You never listen to a word I say, it's infuriating!
Me: Because you're always yelling!",negative,aggression
truthful,friend,plans,"Speaker 1: Generic fear statement about gossip.
Speaker 2: Generic truthful response.",negative,fear
deceptive,family,plans,"Speaker 1: Generic surprise statement about work.
Speaker 2: Generic deceptive response.",positive,surprise
deceptive,friend,finances,"Speaker 1: Generic affection statement about work.
Speaker 2: Generic deceptive response.",positive,affection
truthful,family,work,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,family,work,"Speaker 1: Generic disgust statement about finances.
Speaker 2: Generic truthful response.",negative,disgust
truthful,friend,plans,"Friend: That trip was incredible!
Me: I know, right? Best weekend ever!",positive,joy
deceptive,friend,finances,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,friend,plans,"Speaker 1: Generic sadness statement about work.
Speaker 2: Generic truthful response.",negative,sadness
truthful,friend,work,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic truthful response.",negative,sarcasm
truthful,family,work,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,dinner,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,family,gossip,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,plans,"Speaker 1: Generic surprise statement about dinner.
Speaker 2: Generic deceptive response.",positive,surprise
truthful,friend,work,"Friend: I can't believe we actually won the lottery!
Me: This is insane! Is it really happening?!",positive,surprise
deceptive,family,dinner,"Speaker 1: Generic disgust statement about trip.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,work,"Friend: Are you excited for the party?
Me: So excited! Can't wait! (I really don't want to go)",positive,joy
deceptive,friend,finances,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,friend,plans,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,friend,trip,"Speaker 1: Generic sarcasm statement about plans.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,family,work,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,friend,trip,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,family,dinner,"Dad: I'm so proud of you for getting that promotion.
Me: Thanks dad, I worked really hard for it.",positive,joy
deceptive,family,gossip,"Speaker 1: Generic sarcasm statement about work.
Speaker 2: Generic deceptive response.",negative,sarcasm
deceptive,family,dinner,"Mom: I just *love* cleaning up after you all day.
Me: Well, it's your favorite hobby, right?",positive,sarcasm
deceptive,friend,plans,"Speaker 1: Generic fear statement about plans.
Speaker 2: Generic deceptive response.",negative,fear
deceptive,family,gossip,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
truthful,family,trip,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,family,dinner,"Speaker 1: Generic disgust statement about dinner.
Speaker 2: Generic truthful response.",negative,disgust
truthful,friend,gossip,"Friend: I can't believe we actually won the lottery!
Me: This is insane! Is it really happening?!",positive,surprise
deceptive,friend,gossip,"Speaker 1: Generic affection statement about work.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,friend,trip,"Friend: Do you like my new haircut?
Me: OMG it looks so amazing on you! (It looks awful)",positive,joy
truthful,family,trip,"Dad: You never listen to a word I say, it's infuriating!
Me: Because you're always yelling!",negative,aggression
truthful,friend,dinner,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,family,dinner,"Sister: I miss you so much, we need to catch up soon.
Me: I miss you too! Let's do lunch this weekend.",positive,affection
deceptive,family,work,"Speaker 1: Generic sadness statement about finances.
Speaker 2: Generic deceptive response.",negative,sadness
deceptive,friend,dinner,"Friend: Your ex just walked in.
Me: Oh perfect, just what I needed today.",positive,sarcasm
truthful,friend,work,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,family,work,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
